Buchungsnummer,Reisedatum,Passagier-ID,Abfahrtsbahnhof,Zug-ID,Zugpersonal,Waggontyp,Reiseklasse,Fahrtstrecke_km,Tarif_pro_km,Ticketpreis,Reservierungsgebühr,Gesamtbetrag
TR-2022-004106,2022-12-01,Mieter-U-123-1,Köln,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),122,0.211,25.74,0.0,25.74
TR-2021-003644,2022-12-01,Mieter-U-109-2,Berlin,V-03,Sabine Fischer,Business-Abteil,1. Klasse (Business),309,0.473,146.16,0.0,146.16
TR-2022-004674,2022-12-01,Mieter-U-140-1,München,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),317,0.099,31.38,0.0,31.38
TR-2022-003159,2022-12-01,Mieter-U-095-1,Hamburg,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),332,0.103,34.2,0.0,34.2
TR-2021-001713,2022-12-01,Mieter-U-051-1,Köln,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),434,0.487,211.36,0.0,211.36
TR-2022-003533,2022-12-01,Mieter-U-106-1,Hamburg,V-04,Thomas Weber,Bordbistro,2. Klasse (Sparpreis),328,0.106,34.77,0.0,34.77
TR-2022-001060,2022-12-01,Mieter-U-032-1,Berlin,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),311,0.092,28.61,0.0,28.61
TR-2021-002878,2022-12-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,0.104,6.55,0.0,6.55
TR-2022-000080,2022-12-01,Mieter-U-003-1,Köln,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),194,0.101,19.59,0.0,19.59
TR-2021-003914,2022-12-01,Mieter-U-117-2,Köln,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),459,0.09,41.31,0.0,41.31
TR-2021-003072,2022-12-01,Mieter-U-092-2,München,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),374,0.106,39.64,0.0,39.64
TR-2022-003632,2022-12-01,Mieter-U-109-1,Berlin,V-03,Sabine Fischer,Business-Abteil,1. Klasse (Business),309,0.43,132.87,0.0,132.87
TR-2022-001091,2022-12-01,Mieter-U-033-1,Frankfurt,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),237,0.104,24.65,0.0,24.65
TR-2022-004138,2022-12-01,Mieter-U-124-1,Köln,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),180,0.42,75.6,0.0,75.6
TR-2022-000544,2022-12-01,Mieter-U-017-1,Berlin,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),105,0.222,23.31,0.0,23.31
TR-2021-002075,2022-12-01,Mieter-U-062-1,Hamburg,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),109,0.229,24.96,0.0,24.96
TR-2021-000092,2022-12-01,Mieter-U-003-1,Köln,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),194,0.099,19.21,0.0,19.21
TR-2021-001445,2022-12-01,Mieter-U-043-2,Köln,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),117,0.429,50.19,0.0,50.19
TR-2022-002933,2022-12-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,0.416,31.62,0.0,31.62
TR-2022-003502,2022-12-01,Mieter-U-105-1,Berlin,V-02,Petra Schmidt,Bordbistro,2. Klasse (Sparpreis),318,0.094,29.89,0.0,29.89
TR-2022-001924,2022-12-01,Mieter-U-058-1,Hamburg,V-02,Petra Schmidt,Bordshop,1. Klasse (Business),488,0.486,237.17,0.0,237.17
TR-2022-004775,2022-12-01,Mieter-U-143-1,München,V-02,Petra Schmidt,First Class Abteil,1. Klasse (Business),292,0.489,142.79,0.0,142.79
TR-2022-003260,2022-12-01,Mieter-U-098-1,München,V-01,Hans Müller,Business-Abteil,1. Klasse (Business),332,0.438,145.42,0.0,145.42
TR-2022-002094,2022-12-01,Mieter-U-063-1,Köln,V-03,Sabine Fischer,Schlafwagen,2. Klasse (Flexpreis),146,0.201,29.35,0.0,29.35
TR-2021-002341,2022-12-01,Mieter-U-070-2,Hamburg,V-05,Markus Wagner,Liegewagen,2. Klasse (Flexpreis),50,0.214,10.7,0.0,10.7
TR-2022-002228,2022-12-01,Mieter-U-067-1,Frankfurt,V-04,Thomas Weber,Reisezentrum,2. Klasse (Sparpreis),471,0.093,43.8,0.0,43.8
TR-2021-002307,2022-12-01,Mieter-U-069-1,Frankfurt,V-02,Petra Schmidt,Liegewagen,2. Klasse (Flexpreis),82,0.213,17.47,0.0,17.47
TR-2022-000010,2022-12-01,Mieter-U-001-1,Frankfurt,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),357,0.104,37.13,0.0,37.13
TR-2021-002475,2022-12-01,Mieter-U-074-1,Köln,V-04,Thomas Weber,Liegewagen,2. Klasse (Flexpreis),36,0.236,8.5,0.0,8.5
TR-2022-000044,2022-12-01,Mieter-U-002-1,München,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),73,0.218,15.91,0.0,15.91
TR-2021-000524,2022-12-01,Mieter-U-016-1,Köln,V-04,Thomas Weber,Liegewagen,2. Klasse (Flexpreis),45,0.211,9.49,0.0,9.49
TR-2022-004739,2022-12-01,Mieter-U-142-1,Frankfurt,V-02,Petra Schmidt,Bordshop,1. Klasse (Business),138,0.442,61.0,0.0,61.0
TR-2022-000747,2022-12-01,Mieter-U-023-1,München,V-05,Markus Wagner,Panoramawagen,2. Klasse (Flexpreis),66,0.223,14.72,0.0,14.72
TR-2022-000991,2022-12-01,Mieter-U-030-1,Hamburg,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),498,0.104,51.79,0.0,51.79
TR-2022-004202,2022-12-01,Mieter-U-126-1,München,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),155,0.486,75.33,0.0,75.33
TR-2021-001579,2022-12-01,Mieter-U-047-1,Berlin,V-05,Markus Wagner,Business-Abteil,1. Klasse (Business),29,0.493,14.3,0.0,14.3
TR-2022-003602,2022-12-01,Mieter-U-108-1,Köln,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),320,0.423,135.36,0.0,135.36
TR-2021-002107,2022-12-01,Mieter-U-063-2,Köln,V-03,Sabine Fischer,Schlafwagen,2. Klasse (Flexpreis),146,0.203,29.64,0.0,29.64
TR-2022-000179,2022-12-01,Mieter-U-006-1,München,V-05,Markus Wagner,Liegewagen,2. Klasse (Flexpreis),48,0.229,10.99,0.0,10.99
TR-2022-002833,2022-12-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,0.212,7.42,0.0,7.42
TR-2022-002195,2022-12-01,Mieter-U-066-2,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),101,0.241,24.34,4.9,29.24
TR-2022-003229,2022-12-01,Mieter-U-097-1,Frankfurt,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),206,0.428,88.17,0.0,88.17
TR-2022-002698,2022-12-01,Mieter-U-081-1,Hamburg,V-01,Hans Müller,First Class Abteil,1. Klasse (Business),391,0.468,182.99,0.0,182.99
TR-2021-003878,2022-12-01,Mieter-U-116-2,Hamburg,V-01,Hans Müller,Service-Abteil,2. Klasse (Sparpreis),337,0.109,36.73,0.0,36.73
TR-2021-003042,2022-12-01,Mieter-U-091-2,München,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),410,0.094,38.54,0.0,38.54
TR-2022-004474,2022-12-01,Mieter-U-134-1,München,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),247,0.106,26.18,0.0,26.18
TR-2022-004705,2022-12-01,Mieter-U-141-1,Frankfurt,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),124,0.208,25.79,0.0,25.79
TR-2022-001025,2022-12-01,Mieter-U-031-1,Köln,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),377,0.108,40.72,0.0,40.72
TR-2022-000145,2022-12-01,Mieter-U-005-1,Berlin,V-05,Markus Wagner,Panoramawagen,2. Klasse (Flexpreis),91,0.219,19.93,0.0,19.93
TR-2022-000512,2022-12-01,Mieter-U-016-1,Köln,V-04,Thomas Weber,Liegewagen,2. Klasse (Flexpreis),45,0.223,10.04,0.0,10.04
TR-2021-002544,2022-12-01,Mieter-U-076-1,Frankfurt,V-02,Petra Schmidt,Gepäckwagen,1. Klasse (Business),79,0.437,34.52,0.0,34.52
TR-2022-004170,2022-12-01,Mieter-U-125-2,Frankfurt,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),71,0.209,14.84,0.0,14.84
TR-2022-002566,2022-12-01,Mieter-U-077-1,Frankfurt,V-02,Petra Schmidt,Gepäckwagen,1. Klasse (Business),218,0.487,106.17,0.0,106.17
TR-2021-000396,2022-12-01,Mieter-U-012-1,Frankfurt,V-01,Hans Müller,Bordshop,1. Klasse (Business),367,0.467,171.39,0.0,171.39
TR-2021-001480,2022-12-01,Mieter-U-044-2,Hamburg,V-01,Hans Müller,Business-Abteil,1. Klasse (Business),280,0.488,136.64,0.0,136.64
TR-2022-004339,2022-12-01,Mieter-U-130-1,Köln,V-05,Markus Wagner,Bordshop,1. Klasse (Business),235,0.469,110.21,0.0,110.21
TR-2022-000113,2022-12-01,Mieter-U-004-1,Frankfurt,V-03,Sabine Fischer,Schlafwagen,2. Klasse (Flexpreis),148,0.207,30.64,0.0,30.64
TR-2021-000590,2022-12-01,Mieter-U-018-2,Köln,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),268,0.11,29.48,0.0,29.48
TR-2021-003578,2022-12-01,Mieter-U-107-1,München,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),270,0.104,28.08,0.0,28.08
TR-2022-001957,2022-12-01,Mieter-U-059-2,Hamburg,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),40,0.203,8.12,0.0,8.12
TR-2021-000259,2022-12-01,Mieter-U-008-1,München,V-04,Thomas Weber,Schlafwagen,2. Klasse (Flexpreis),137,0.22,30.14,0.0,30.14
TR-2022-002429,2022-12-01,Mieter-U-073-1,München,V-03,Sabine Fischer,Panoramawagen,2. Klasse (Flexpreis),106,0.21,22.26,0.0,22.26
TR-2021-004214,2022-12-01,Mieter-U-126-1,München,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),155,0.489,75.8,0.0,75.8
TR-2022-001469,2022-12-01,Mieter-U-044-1,Hamburg,V-01,Hans Müller,Business-Abteil,1. Klasse (Business),280,0.462,129.36,0.0,129.36
TR-2021-004522,2022-12-01,Mieter-U-135-1,München,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),129,0.097,12.51,0.0,12.51
TR-2021-003310,2022-12-01,Mieter-U-099-1,Hamburg,V-04,Thomas Weber,Gepäckwagen,1. Klasse (Business),238,0.441,104.96,0.0,104.96
TR-2021-001776,2022-12-01,Mieter-U-053-2,Hamburg,V-01,Hans Müller,Bordshop,1. Klasse (Business),96,0.417,40.03,0.0,40.03
TR-2022-003765,2022-12-01,Mieter-U-113-1,Frankfurt,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),188,0.101,18.99,0.0,18.99
TR-2022-001765,2022-12-01,Mieter-U-053-1,Hamburg,V-01,Hans Müller,Bordshop,1. Klasse (Business),96,0.464,44.54,0.0,44.54
TR-2022-003798,2022-12-01,Mieter-U-114-1,Köln,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),415,0.108,44.82,0.0,44.82
TR-2021-000968,2022-12-01,Mieter-U-029-1,Hamburg,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),216,0.491,106.06,0.0,106.06
TR-2021-001038,2022-12-01,Mieter-U-031-2,Köln,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),377,0.097,36.57,0.0,36.57
TR-2022-001567,2022-12-01,Mieter-U-047-1,Berlin,V-05,Markus Wagner,Business-Abteil,1. Klasse (Business),29,0.441,12.79,0.0,12.79
TR-2021-000294,2022-12-01,Mieter-U-009-1,Hamburg,V-03,Sabine Fischer,Business-Abteil,1. Klasse (Business),92,0.423,38.92,0.0,38.92
TR-2022-003401,2022-12-01,Mieter-U-102-1,Frankfurt,V-01,Hans Müller,Service-Abteil,2. Klasse (Sparpreis),43,0.091,3.91,0.0,3.91
TR-2021-004316,2022-12-01,Mieter-U-129-1,Hamburg,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),57,0.441,25.14,0.0,25.14
TR-2021-001874,2022-12-01,Mieter-U-056-2,Hamburg,V-01,Hans Müller,Reisezentrum,2. Klasse (Sparpreis),94,0.094,8.84,4.9,13.74
TR-2021-001843,2022-12-01,Mieter-U-055-1,Frankfurt,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),478,0.094,44.93,0.0,44.93
TR-2022-002800,2022-12-01,Mieter-U-084-1,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,0.099,17.03,0.0,17.03
TR-2021-001103,2022-12-01,Mieter-U-033-1,Frankfurt,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),237,0.096,22.75,0.0,22.75
TR-2021-004250,2022-12-01,Mieter-U-127-1,Hamburg,V-01,Hans Müller,Reisezentrum,2. Klasse (Sparpreis),427,0.103,43.98,0.0,43.98
TR-2021-004149,2022-12-01,Mieter-U-124-2,Köln,V-01,Hans Müller,Gepäckwagen,1. Klasse (Business),180,0.456,82.08,0.0,82.08
TR-2021-001139,2022-12-01,Mieter-U-034-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),478,0.469,224.18,0.0,224.18
TR-2021-003345,2022-12-01,Mieter-U-100-2,Berlin,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),290,0.427,123.83,0.0,123.83
TR-2022-001500,2022-12-01,Mieter-U-045-1,Köln,V-02,Petra Schmidt,Bordbistro,2. Klasse (Sparpreis),117,0.099,11.58,0.0,11.58
TR-2021-004351,2022-12-01,Mieter-U-130-2,Köln,V-05,Markus Wagner,Bordshop,1. Klasse (Business),235,0.459,107.86,0.0,107.86
TR-2022-002295,2022-12-01,Mieter-U-069-1,Frankfurt,V-02,Petra Schmidt,Liegewagen,2. Klasse (Flexpreis),82,0.214,17.55,0.0,17.55
TR-2021-002372,2022-12-01,Mieter-U-071-1,Köln,V-02,Petra Schmidt,Reisezentrum,2. Klasse (Sparpreis),344,0.099,34.06,0.0,34.06
TR-2022-003368,2022-12-01,Mieter-U-101-1,München,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),327,0.1,32.7,0.0,32.7
TR-2021-004452,2022-12-01,Mieter-U-133-2,Berlin,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),83,0.107,8.88,0.0,8.88
TR-2022-003865,2022-12-01,Mieter-U-116-1,Hamburg,V-01,Hans Müller,Service-Abteil,2. Klasse (Sparpreis),337,0.109,36.73,0.0,36.73
TR-2022-003369,2022-12-01,Mieter-U-101-2,München,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),327,0.093,30.41,4.9,35.31
TR-2021-002643,2022-12-01,Mieter-U-079-1,Frankfurt,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),123,0.198,24.35,0.0,24.35
TR-2021-003381,2022-12-01,Mieter-U-101-2,München,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),327,0.105,34.34,0.0,34.34
TR-2022-004976,2022-12-01,Mieter-U-149-1,Frankfurt,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),168,0.091,15.29,0.0,15.29
TR-2021-002275,2022-12-01,Mieter-U-068-1,München,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),30,0.235,7.05,0.0,7.05
TR-2022-001732,2022-12-01,Mieter-U-052-1,Köln,V-04,Thomas Weber,Panoramawagen,2. Klasse (Flexpreis),51,0.233,11.88,0.0,11.88
TR-2021-001207,2022-12-01,Mieter-U-036-2,Köln,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),250,0.108,27.0,0.0,27.0
TR-2021-001071,2022-12-01,Mieter-U-032-2,Berlin,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),311,0.092,28.61,0.0,28.61
TR-2021-001242,2022-12-01,Mieter-U-037-1,Frankfurt,V-03,Sabine Fischer,First Class Abteil,1. Klasse (Business),242,0.413,99.95,0.0,99.95
TR-2021-004553,2022-12-01,Mieter-U-136-2,Frankfurt,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),196,0.093,18.23,0.0,18.23
TR-2021-001812,2022-12-01,Mieter-U-054-1,Berlin,V-01,Hans Müller,Liegewagen,2. Klasse (Flexpreis),43,0.212,9.12,0.0,9.12
TR-2022-001635,2022-12-01,Mieter-U-049-1,Hamburg,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),34,0.101,3.43,0.0,3.43
TR-2022-003731,2022-12-01,Mieter-U-112-2,Köln,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),68,0.212,14.42,4.9,19.32
TR-2022-002360,2022-12-01,Mieter-U-071-1,Köln,V-02,Petra Schmidt,Reisezentrum,2. Klasse (Sparpreis),344,0.098,33.71,0.0,33.71
TR-2022-001600,2022-12-01,Mieter-U-048-1,Hamburg,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),131,0.211,27.64,0.0,27.64
TR-2022-003332,2022-12-01,Mieter-U-100-1,Berlin,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),290,0.477,138.33,0.0,138.33
TR-2021-004284,2022-12-01,Mieter-U-128-2,Berlin,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),98,0.101,9.9,0.0,9.9
TR-2022-001532,2022-12-01,Mieter-U-046-1,Berlin,V-01,Hans Müller,First Class Abteil,1. Klasse (Business),251,0.465,116.72,0.0,116.72
TR-2021-004587,2022-12-01,Mieter-U-137-1,Köln,V-02,Petra Schmidt,Reisezentrum,2. Klasse (Sparpreis),453,0.103,46.66,0.0,46.66
TR-2022-002396,2022-12-01,Mieter-U-072-1,Berlin,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),264,0.11,29.04,0.0,29.04
TR-2022-001667,2022-12-01,Mieter-U-050-1,Berlin,V-05,Markus Wagner,Business-Abteil,1. Klasse (Business),307,0.472,144.9,0.0,144.9
TR-2022-001701,2022-12-01,Mieter-U-051-1,Köln,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),434,0.435,188.79,0.0,188.79
TR-2021-001003,2022-12-01,Mieter-U-030-1,Hamburg,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),498,0.106,52.79,0.0,52.79
TR-2022-003831,2022-12-01,Mieter-U-115-1,Frankfurt,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),318,0.093,29.57,0.0,29.57
TR-2021-004182,2022-12-01,Mieter-U-125-2,Frankfurt,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),71,0.206,14.63,0.0,14.63
TR-2022-003060,2022-12-01,Mieter-U-092-1,München,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),374,0.102,38.15,0.0,38.15
TR-2021-003412,2022-12-01,Mieter-U-102-2,Frankfurt,V-01,Hans Müller,Service-Abteil,2. Klasse (Sparpreis),43,0.09,3.87,0.0,3.87
TR-2021-001172,2022-12-01,Mieter-U-035-1,Köln,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),467,0.107,49.97,0.0,49.97
TR-2021-001905,2022-12-01,Mieter-U-057-3,München,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),212,0.101,21.41,0.0,21.41
TR-2021-001277,2022-12-01,Mieter-U-038-2,Köln,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),80,0.46,36.8,4.9,41.7
TR-2022-002866,2022-12-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,0.11,6.93,0.0,6.93
TR-2021-004384,2022-12-01,Mieter-U-131-1,Berlin,V-03,Sabine Fischer,Panoramawagen,2. Klasse (Flexpreis),48,0.237,11.38,0.0,11.38
TR-2021-004419,2022-12-01,Mieter-U-132-2,München,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),359,0.475,170.52,0.0,170.52
TR-2022-002329,2022-12-01,Mieter-U-070-1,Hamburg,V-05,Markus Wagner,Liegewagen,2. Klasse (Flexpreis),50,0.23,11.5,0.0,11.5
TR-2021-000022,2022-12-01,Mieter-U-001-2,Frankfurt,V-05,Markus Wagner,Bordbistro,2. Klasse (Sparpreis),357,0.099,35.34,0.0,35.34
TR-2022-003901,2022-12-01,Mieter-U-117-1,Köln,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),459,0.106,48.65,0.0,48.65
TR-2021-003447,2022-12-01,Mieter-U-103-2,Köln,V-04,Thomas Weber,Panoramawagen,2. Klasse (Flexpreis),30,0.229,6.87,0.0,6.87
TR-2021-004486,2022-12-01,Mieter-U-134-1,München,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),247,0.106,26.18,0.0,26.18
TR-2021-002373,2023-01-01,Mieter-U-071-1,Köln,V-02,Petra Schmidt,Reisezentrum,2. Klasse (Sparpreis),344,0.105,36.12,0.0,36.12
TR-2022-001061,2023-01-01,Mieter-U-032-1,Berlin,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),311,0.102,31.72,0.0,31.72
TR-2021-002276,2023-01-01,Mieter-U-068-1,München,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),30,0.221,6.63,0.0,6.63
TR-2022-000992,2023-01-01,Mieter-U-030-1,Hamburg,V-02,Petra Schmidt,Service-Abteil,2. Klasse (Sparpreis),498,0.095,47.31,0.0,47.31
TR-2022-004740,2023-01-01,Mieter-U-142-1,Frankfurt,V-02,Petra Schmidt,Bordshop,1. Klasse (Business),138,0.459,63.34,0.0,63.34
TR-2022-003469,2023-01-01,Mieter-U-104-1,Frankfurt,V-03,Sabine Fischer,Panoramawagen,2. Klasse (Flexpreis),54,0.229,12.37,0.0,12.37
TR-2022-003603,2023-01-01,Mieter-U-108-1,Köln,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),320,0.442,141.44,0.0,141.44
TR-2022-002296,2023-01-01,Mieter-U-069-1,Frankfurt,V-02,Petra Schmidt,Liegewagen,2. Klasse (Flexpreis),82,0.213,17.47,0.0,17.47
TR-2021-002076,2023-01-01,Mieter-U-062-1,Hamburg,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),109,0.216,23.54,0.0,23.54
TR-2022-004675,2023-01-01,Mieter-U-140-1,München,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),317,0.11,34.87,0.0,34.87
TR-2021-003448,2023-01-01,Mieter-U-103-2,Köln,V-04,Thomas Weber,Panoramawagen,2. Klasse (Flexpreis),30,0.209,6.27,0.0,6.27
TR-2021-001714,2023-01-01,Mieter-U-051-1,Köln,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),434,0.445,193.13,0.0,193.13
TR-2022-000081,2023-01-01,Mieter-U-003-1,Köln,V-05,Markus Wagner,Reisezentrum,2. Klasse (Sparpreis),194,0.105,20.37,0.0,20.37
TR-2022-004706,2023-01-01,Mieter-U-141-1,Frankfurt,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),124,0.198,24.55,0.0,24.55
TR-2022-002361,2023-01-01,Mieter-U-071-1,Köln,V-02,Petra Schmidt,Reisezentrum,2. Klasse (Sparpreis),344,0.109,37.5,0.0,37.5
TR-2021-003043,2023-01-01,Mieter-U-091-2,München,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),410,0.09,36.9,0.0,36.9
TR-2022-001958,2023-01-01,Mieter-U-059-2,Hamburg,V-05,Markus Wagner,Schlafwagen,2. Klasse (Flexpreis),40,0.235,9.4,0.0,9.4
TR-2021-004420,2023-01-01,Mieter-U-132-2,München,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),359,0.408,146.47,0.0,146.47
TR-2022-001026,2023-01-01,Mieter-U-031-1,Köln,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),377,0.105,39.58,0.0,39.58
TR-2022-000146,2023-01-01,Mieter-U-005-1,Berlin,V-05,Markus Wagner,Panoramawagen,2. Klasse (Flexpreis),91,0.2,18.2,0.0,18.2
TR-2021-003346,2023-01-01,Mieter-U-100-2,Berlin,V-03,Sabine Fischer,Bordshop,1. Klasse (Business),290,0.463,134.27,0.0,134.27
TR-2022-001568,2023-01-01,Mieter-U-047-1,Berlin,V-05,Markus Wagner,Business-Abteil,1. Klasse (Business),29,0.456,13.22,0.0,13.22
TR-2021-003879,2023-01-01,Mieter-U-116-2,Hamburg,V-01,Hans Müller,Service-Abteil,2. Klasse (Sparpreis),337,0.099,33.36,0.0,33.36
TR-2022-000180,2023-01-01,Mieter-U-006-1,München,V-05,Markus Wagner,Liegewagen,2. Klasse (Flexpreis),48,0.202,9.7,0.0,9.7
TR-2022-004171,2023-01-01,Mieter-U-125-2,Frankfurt,V-01,Hans Müller,Panoramawagen,2. Klasse (Flexpreis),71,0.205,14.56,0.0,14.56
TR-2021-001481,2023-01-01,Mieter-U-044-2,Hamburg,V-01,Hans Müller,Business-Abteil,1. Klasse (Business),280,0.411,115.08,0.0,115.08
TR-2022-002567,2023-01-01,Mieter-U-077-1,Frankfurt,V-02,Petra Schmidt,Gepäckwagen,1. Klasse (Business),218,0.448,97.66,0.0,97.66
TR-2021-002545,2023-01-01,Mieter-U-076-1,Frankfurt,V-02,Petra Schmidt,Gepäckwagen,1. Klasse (Business),79,0.455,35.94,0.0,35.94
TR-2022-003230,2023-01-01,Mieter-U-097-1,Frankfurt,V-04,Thomas Weber,Business-Abteil,1. Klasse (Business),206,0.435,89.61,0.0,89.61
TR-2021-000397,2023-01-01,Mieter-U-012-1,Frankfurt,V-01,Hans Müller,Bordshop,1. Klasse (Business),367,0.466,171.02,0.0,171.02
TR-2021-003579,2023-01-01,Mieter-U-107-1,München,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),270,0.106,28.62,0.0,28.62
TR-2021-001072,2023-01-01,Mieter-U-032-2,Berlin,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),311,0.105,32.66,0.0,32.66
TR-2022-002196,2023-01-01,Mieter-U-066-2,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),101,0.224,22.62,0.0,22.62
TR-2022-002867,2023-01-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,0.097,6.11,0.0,6.11
TR-2022-002834,2023-01-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,0.203,7.1,0.0,7.1
TR-2021-000591,2023-01-01,Mieter-U-018-2,Köln,V-05,Markus Wagner,Service-Abteil,2. Klasse (Sparpreis),268,0.109,29.21,0.0,29.21
TR-2021-001243,2023-01-01,Mieter-U-037-2,Frankfurt,V-03,Sabine Fischer,First Class Abteil,1. Klasse (Business),242,0.445,107.69,4.9,112.59
TR-2021-001875,2023-01-01,Mieter-U-056-2,Hamburg,V-01,Hans Müller,Reisezentrum,2. Klasse (Sparpreis),94,0.096,9.02,0.0,9.02
TR-2022-001161,2023-01-01,Mieter-U-035-1,Köln,V-04,Thomas Weber,Service-Abteil,2. Klasse (Sparpreis),467,0.108,50.44,0.0,50.44
