Konto;Kontobezeichnung;Datum;Betrag
8400,0;Erlöse aus Verkäufen;2025-07-31;731,63
8400,0;Erlöse aus Verkäufen;2025-07-31;268,69
8410,0;Erlöse aus Dienstleistungen;2025-07-31;529,06
8410,0;Erlöse aus Dienstleistungen;2025-07-31;504,25
8400,0;Erlöse aus Verkäufen;2025-07-31;371,06
8410,0;Erlöse aus Dienstleistungen;2025-07-31;356,49
8400,0;Erlöse aus Verkäufen;2025-07-31;873,63
8410,0;Erlöse aus Dienstleistungen;2025-07-31;143,1
8400,0;Erlöse aus Verkäufen;2025-07-31;924,5
8410,0;Erlöse aus Dienstleistungen;2025-07-31;803,27
8410,0;Erlöse aus Dienstleistungen;2025-07-31;429,56
8410,0;Erlöse aus Dienstleistungen;2025-07-31;814,25
8410,0;Erlöse aus Dienstleistungen;2025-07-31;448,03
8410,0;Erlöse aus Dienstleistungen;2025-07-31;659,83
8400,0;Erlöse aus Verkäufen;2025-07-31;642,25
8400,0;Erlöse aus Verkäufen;2025-07-31;157,75
8410,0;Erlöse aus Dienstleistungen;2025-07-31;415,88
8410,0;Erlöse aus Dienstleistungen;2025-07-31;477,17
8400,0;Erlöse aus Verkäufen;2025-07-31;158,14
8410,0;Erlöse aus Dienstleistungen;2025-07-31;390,71
8400,0;Erlöse aus Verkäufen;2025-07-31;291,36
8410,0;Erlöse aus Dienstleistungen;2025-07-31;970,35
8410,0;Erlöse aus Dienstleistungen;2025-07-31;620,39
8410,0;Erlöse aus Dienstleistungen;2025-07-31;199,74
8400,0;Erlöse aus Verkäufen;2025-07-31;723,98
8400,0;Erlöse aus Verkäufen;2025-07-31;546,13
8400,0;Erlöse aus Verkäufen;2025-07-31;968,36
8400,0;Erlöse aus Verkäufen;2025-07-31;445,46
8400,0;Erlöse aus Verkäufen;2025-07-31;352,05
8400,0;Erlöse aus Verkäufen;2025-07-31;777,43
8400,0;Erlöse aus Verkäufen;2025-07-31;343,11
8410,0;Erlöse aus Dienstleistungen;2025-07-31;106,32
8410,0;Erlöse aus Dienstleistungen;2025-07-31;689,37
8410,0;Erlöse aus Dienstleistungen;2025-07-31;162,45
8400,0;Erlöse aus Verkäufen;2025-07-31;312,0
8400,0;Erlöse aus Verkäufen;2025-07-31;109,54
8410,0;Erlöse aus Dienstleistungen;2025-07-31;251,11
8400,0;Erlöse aus Verkäufen;2025-07-31;317,93
8400,0;Erlöse aus Verkäufen;2025-07-31;642,01
8400,0;Erlöse aus Verkäufen;2025-07-31;529,2
8400,0;Erlöse aus Verkäufen;2025-07-31;643,34
8410,0;Erlöse aus Dienstleistungen;2025-07-31;372,44
8410,0;Erlöse aus Dienstleistungen;2025-07-31;847,03
8400,0;Erlöse aus Verkäufen;2025-07-31;365,28
8410,0;Erlöse aus Dienstleistungen;2025-07-31;769,95
8400,0;Erlöse aus Verkäufen;2025-07-31;847,74
8400,0;Erlöse aus Verkäufen;2025-07-31;796,18
8400,0;Erlöse aus Verkäufen;2025-07-31;345,63
8400,0;Erlöse aus Verkäufen;2025-07-31;411,36
8400,0;Erlöse aus Verkäufen;2025-07-31;165,86
8400,0;Erlöse aus Verkäufen;2025-07-31;357,79
8410,0;Erlöse aus Dienstleistungen;2025-07-31;165,4
8400,0;Erlöse aus Verkäufen;2025-07-31;205,85
8410,0;Erlöse aus Dienstleistungen;2025-07-31;139,16
8410,0;Erlöse aus Dienstleistungen;2025-07-31;813,09
8410,0;Erlöse aus Dienstleistungen;2025-07-31;804,74
8400,0;Erlöse aus Verkäufen;2025-07-31;425,03
8400,0;Erlöse aus Verkäufen;2025-07-31;294,83
8400,0;Erlöse aus Verkäufen;2025-07-31;947,07
8400,0;Erlöse aus Verkäufen;2025-07-31;155,59
8400,0;Erlöse aus Verkäufen;2025-07-31;861,65
8400,0;Erlöse aus Verkäufen;2025-07-31;131,26
8400,0;Erlöse aus Verkäufen;2025-07-31;723,87
8410,0;Erlöse aus Dienstleistungen;2025-07-31;473,32
8400,0;Erlöse aus Verkäufen;2025-07-31;642,51
8400,0;Erlöse aus Verkäufen;2025-07-31;318,1
8410,0;Erlöse aus Dienstleistungen;2025-07-31;587,56
8410,0;Erlöse aus Dienstleistungen;2025-07-31;911,07
3100,0;Fremdleistungen;2025-07-31;-290,46
3400,0;Wareneingang (Aufwand);2025-07-31;-233,17
3400,0;Wareneingang (Aufwand);2025-07-31;-381,17
3100,0;Fremdleistungen;2025-07-31;-398,98
3400,0;Wareneingang (Aufwand);2025-07-31;-156,69
3400,0;Wareneingang (Aufwand);2025-07-31;-270,38
3100,0;Fremdleistungen;2025-07-31;-260,44
3400,0;Wareneingang (Aufwand);2025-07-31;-237,12
3400,0;Wareneingang (Aufwand);2025-07-31;-256,74
3400,0;Wareneingang (Aufwand);2025-07-31;-124,88
3400,0;Wareneingang (Aufwand);2025-07-31;-313,55
3400,0;Wareneingang (Aufwand);2025-07-31;-169,39
3400,0;Wareneingang (Aufwand);2025-07-31;-393,31
3100,0;Fremdleistungen;2025-07-31;-72,27
3100,0;Fremdleistungen;2025-07-31;-219,75
3400,0;Wareneingang (Aufwand);2025-07-31;-250,81
3400,0;Wareneingang (Aufwand);2025-07-31;-56,14
3100,0;Fremdleistungen;2025-07-31;-237,59
3400,0;Wareneingang (Aufwand);2025-07-31;-211,77
3100,0;Fremdleistungen;2025-07-31;-99,62
3400,0;Wareneingang (Aufwand);2025-07-31;-155,34
3100,0;Fremdleistungen;2025-07-31;-379,25
3100,0;Fremdleistungen;2025-07-31;-348,19
3400,0;Wareneingang (Aufwand);2025-07-31;-234,17
3400,0;Wareneingang (Aufwand);2025-07-31;-70,16
3100,0;Fremdleistungen;2025-07-31;-209,57
3100,0;Fremdleistungen;2025-07-31;-315,12
3100,0;Fremdleistungen;2025-07-31;-147,58
3100,0;Fremdleistungen;2025-07-31;-166,37
3100,0;Fremdleistungen;2025-07-31;-312,71
3400,0;Wareneingang (Aufwand);2025-07-31;-300,39
3400,0;Wareneingang (Aufwand);2025-07-31;-221,99
3100,0;Fremdleistungen;2025-07-31;-318,31
3100,0;Fremdleistungen;2025-07-31;-360,75
3100,0;Fremdleistungen;2025-07-31;-129,17
3100,0;Fremdleistungen;2025-07-31;-237,82
3100,0;Fremdleistungen;2025-07-31;-326,49
3100,0;Fremdleistungen;2025-07-31;-314,92
3100,0;Fremdleistungen;2025-07-31;-300,84
3100,0;Fremdleistungen;2025-07-31;-246,48
3400,0;Wareneingang (Aufwand);2025-07-31;-370,7
3100,0;Fremdleistungen;2025-07-31;-118,12
3100,0;Fremdleistungen;2025-07-31;-286,27
3400,0;Wareneingang (Aufwand);2025-07-31;-105,19
3100,0;Fremdleistungen;2025-07-31;-247,34
3400,0;Wareneingang (Aufwand);2025-07-31;-167,72
3400,0;Wareneingang (Aufwand);2025-07-31;-323,44
3400,0;Wareneingang (Aufwand);2025-07-31;-235,08
3400,0;Wareneingang (Aufwand);2025-07-31;-273,07
3400,0;Wareneingang (Aufwand);2025-07-31;-364,63
3400,0;Wareneingang (Aufwand);2025-07-31;-75,49
3400,0;Wareneingang (Aufwand);2025-07-31;-366,37
3400,0;Wareneingang (Aufwand);2025-07-31;-223,11
3100,0;Fremdleistungen;2025-07-31;-348,24
3100,0;Fremdleistungen;2025-07-31;-204,92
3400,0;Wareneingang (Aufwand);2025-07-31;-198,22
3400,0;Wareneingang (Aufwand);2025-07-31;-266,54
3100,0;Fremdleistungen;2025-07-31;-352,49
3400,0;Wareneingang (Aufwand);2025-07-31;-248,37
3400,0;Wareneingang (Aufwand);2025-07-31;-96,05
3100,0;Fremdleistungen;2025-07-31;-90,13
3100,0;Fremdleistungen;2025-07-31;-387,81
3100,0;Fremdleistungen;2025-07-31;-354,73
3100,0;Fremdleistungen;2025-07-31;-235,48
3100,0;Fremdleistungen;2025-07-31;-75,96
3400,0;Wareneingang (Aufwand);2025-07-31;-218,23
3100,0;Fremdleistungen;2025-07-31;-325,19
3100,0;Fremdleistungen;2025-07-31;-344,24
3400,0;Wareneingang (Aufwand);2025-07-31;-340,25
3400,0;Wareneingang (Aufwand);2025-07-31;-271,67
3100,0;Fremdleistungen;2025-07-31;-74,49
3400,0;Wareneingang (Aufwand);2025-07-31;-253,54
3400,0;Wareneingang (Aufwand);2025-07-31;-104,55
3400,0;Wareneingang (Aufwand);2025-07-31;-151,59
3100,0;Fremdleistungen;2025-07-31;-344,23
3400,0;Wareneingang (Aufwand);2025-07-31;-200,38
3400,0;Wareneingang (Aufwand);2025-07-31;-309,75
3400,0;Wareneingang (Aufwand);2025-07-31;-321,91
3400,0;Wareneingang (Aufwand);2025-07-31;-103,43
3100,0;Fremdleistungen;2025-07-31;-69,98
3400,0;Wareneingang (Aufwand);2025-07-31;-115,15
3400,0;Wareneingang (Aufwand);2025-07-31;-50,43
3400,0;Wareneingang (Aufwand);2025-07-31;-321,52
3400,0;Wareneingang (Aufwand);2025-07-31;-273,5
3100,0;Fremdleistungen;2025-07-31;-211,4
3400,0;Wareneingang (Aufwand);2025-07-31;-379,15
3400,0;Wareneingang (Aufwand);2025-07-31;-126,42
3400,0;Wareneingang (Aufwand);2025-07-31;-101,48
3400,0;Wareneingang (Aufwand);2025-07-31;-250,17
3400,0;Wareneingang (Aufwand);2025-07-31;-175,84
3100,0;Fremdleistungen;2025-07-31;-342,48
3400,0;Wareneingang (Aufwand);2025-07-31;-139,12
3100,0;Fremdleistungen;2025-07-31;-221,52
3400,0;Wareneingang (Aufwand);2025-07-31;-353,15
3400,0;Wareneingang (Aufwand);2025-07-31;-269,28
3100,0;Fremdleistungen;2025-07-31;-229,21
3100,0;Fremdleistungen;2025-07-31;-264,24
3100,0;Fremdleistungen;2025-07-31;-262,67
3400,0;Wareneingang (Aufwand);2025-07-31;-230,87
3100,0;Fremdleistungen;2025-07-31;-285,77
;--- ZWISCHENSUMME: Rohertrag 7/2025 ---;2025-07-31;83167,76
4120,0;Gehälter;2025-07-31;-1720,68
4120,0;Gehälter;2025-07-31;-1941,26
4120,0;Gehälter;2025-07-31;-589,85
4190,0;Aushilfslöhne;2025-07-31;-105,69
4190,0;Aushilfslöhne;2025-07-31;-376,1
4120,0;Gehälter;2025-07-31;-823,91
4120,0;Gehälter;2025-07-31;-1996,66
4120,0;Gehälter;2025-07-31;-1262,46
4190,0;Aushilfslöhne;2025-07-31;-167,81
4120,0;Gehälter;2025-07-31;-1222,11
4130,0;Gesetzliche soziale Aufwendungen;2025-07-31;-330,65
4120,0;Gehälter;2025-07-31;-1534,43
4190,0;Aushilfslöhne;2025-07-31;-345,14
4120,0;Gehälter;2025-07-31;-1576,53
4190,0;Aushilfslöhne;2025-07-31;-197,9
4190,0;Aushilfslöhne;2025-07-31;-317,09
4130,0;Gesetzliche soziale Aufwendungen;2025-07-31;-186,61
4190,0;Aushilfslöhne;2025-07-31;-306,58
4130,0;Gesetzliche soziale Aufwendungen;2025-07-31;-142,21
4190,0;Aushilfslöhne;2025-07-31;-363,34
4130,0;Gesetzliche soziale Aufwendungen;2025-07-31;-356,2
4190,0;Aushilfslöhne;2025-07-31;-326,05
4120,0;Gehälter;2025-07-31;-796,24
4120,0;Gehälter;2025-07-31;-774,97
4190,0;Aushilfslöhne;2025-07-31;-229,48
4130,0;Gesetzliche soziale Aufwendungen;2025-07-31;-271,52
4190,0;Aushilfslöhne;2025-07-31;-355,16
4190,0;Aushilfslöhne;2025-07-31;-309,85
4120,0;Gehälter;2025-07-31;-894,07
4130,0;Gesetzliche soziale Aufwendungen;2025-07-31;-117,3
4120,0;Gehälter;2025-07-31;-538,82
4120,0;Gehälter;2025-07-31;-1582,95
4120,0;Gehälter;2025-07-31;-1742,8
4120,0;Gehälter;2025-07-31;-1135,84
4120,0;Gehälter;2025-07-31;-1494,5
4190,0;Aushilfslöhne;2025-07-31;-311,28
4190,0;Aushilfslöhne;2025-07-31;-305,86
4130,0;Gesetzliche soziale Aufwendungen;2025-07-31;-127,55
4120,0;Gehälter;2025-07-31;-626,45
4120,0;Gehälter;2025-07-31;-1664,97
4130,0;Gesetzliche soziale Aufwendungen;2025-07-31;-303,35
4130,0;Gesetzliche soziale Aufwendungen;2025-07-31;-298,34
4130,0;Gesetzliche soziale Aufwendungen;2025-07-31;-387,44
4130,0;Gesetzliche soziale Aufwendungen;2025-07-31;-365,59
4120,0;Gehälter;2025-07-31;-1325,28
4190,0;Aushilfslöhne;2025-07-31;-176,31
4130,0;Gesetzliche soziale Aufwendungen;2025-07-31;-375,73
4130,0;Gesetzliche soziale Aufwendungen;2025-07-31;-391,69
4190,0;Aushilfslöhne;2025-07-31;-354,21
4120,0;Gehälter;2025-07-31;-1597,39
4360,0;Versicherungen;2025-07-31;-124,92
4360,0;Versicherungen;2025-07-31;-354,5
4930,0;Büromaterial;2025-07-31;-441,06
4360,0;Versicherungen;2025-07-31;-406,49
4360,0;Versicherungen;2025-07-31;-341,98
4920,0;Telefon und Internet;2025-07-31;-241,75
4260,0;Instandhaltung;2025-07-31;-222,61
4530,0;Kfz-Kosten;2025-07-31;-364,18
4210,0;Miete;2025-07-31;-425,63
4260,0;Instandhaltung;2025-07-31;-26,48
4600,0;Werbekosten;2025-07-31;-288,93
4530,0;Kfz-Kosten;2025-07-31;-421,03
4920,0;Telefon und Internet;2025-07-31;-99,46
4920,0;Telefon und Internet;2025-07-31;-233,41
4930,0;Büromaterial;2025-07-31;-225,21
4930,0;Büromaterial;2025-07-31;-391,5
4260,0;Instandhaltung;2025-07-31;-177,71
4530,0;Kfz-Kosten;2025-07-31;-336,91
4210,0;Miete;2025-07-31;-456,3
4600,0;Werbekosten;2025-07-31;-323,23
4360,0;Versicherungen;2025-07-31;-469,71
4530,0;Kfz-Kosten;2025-07-31;-439,57
4530,0;Kfz-Kosten;2025-07-31;-95,67
4210,0;Miete;2025-07-31;-118,95
4920,0;Telefon und Internet;2025-07-31;-321,33
4210,0;Miete;2025-07-31;-290,1
4530,0;Kfz-Kosten;2025-07-31;-141,5
4360,0;Versicherungen;2025-07-31;-223,47
4360,0;Versicherungen;2025-07-31;-380,65
4210,0;Miete;2025-07-31;-459,99
4530,0;Kfz-Kosten;2025-07-31;-213,53
4210,0;Miete;2025-07-31;-182,55
4600,0;Werbekosten;2025-07-31;-20,44
4260,0;Instandhaltung;2025-07-31;-246,1
4930,0;Büromaterial;2025-07-31;-316,32
4360,0;Versicherungen;2025-07-31;-93,14
4260,0;Instandhaltung;2025-07-31;-226,71
4260,0;Instandhaltung;2025-07-31;-42,34
4210,0;Miete;2025-07-31;-265,98
4530,0;Kfz-Kosten;2025-07-31;-88,84
4600,0;Werbekosten;2025-07-31;-215,94
4930,0;Büromaterial;2025-07-31;-400,83
4600,0;Werbekosten;2025-07-31;-53,25
4930,0;Büromaterial;2025-07-31;-153,42
4930,0;Büromaterial;2025-07-31;-450,95
4360,0;Versicherungen;2025-07-31;-493,46
4920,0;Telefon und Internet;2025-07-31;-396,44
4920,0;Telefon und Internet;2025-07-31;-139,78
4600,0;Werbekosten;2025-07-31;-423,14
4210,0;Miete;2025-07-31;-253,47
4920,0;Telefon und Internet;2025-07-31;-364,42
4360,0;Versicherungen;2025-07-31;-348,12
4360,0;Versicherungen;2025-07-31;-473,12
4600,0;Werbekosten;2025-07-31;-457,83
4600,0;Werbekosten;2025-07-31;-125,53
4360,0;Versicherungen;2025-07-31;-475,22
4260,0;Instandhaltung;2025-07-31;-63,31
4530,0;Kfz-Kosten;2025-07-31;-403,69
4360,0;Versicherungen;2025-07-31;-184,84
4600,0;Werbekosten;2025-07-31;-340,77
;--- ZWISCHENSUMME: EBITDA 7/2025 ---;2025-07-31;31365,91
4822,0;Abschreibungen auf Sachanlagen;2025-07-31;-1500,0
;--- ZWISCHENSUMME: EBIT 7/2025 ---;2025-07-31;29865,91
2110,0;Zinserträge;2025-07-31;100,0
2120,0;Zinsaufwendungen;2025-07-31;-400,0
;--- ZWISCHENSUMME: EBT 7/2025 ---;2025-07-31;29565,91
2200,0;Steuern;2025-07-31;-8869,77
;--- ERGEBNIS: Monatsüberschuss 7/2025 ---;2025-07-31;20696,14
8410,0;Erlöse aus Dienstleistungen;2025-08-31;254,35
8410,0;Erlöse aus Dienstleistungen;2025-08-31;436,46
8410,0;Erlöse aus Dienstleistungen;2025-08-31;336,77
8410,0;Erlöse aus Dienstleistungen;2025-08-31;928,11
8410,0;Erlöse aus Dienstleistungen;2025-08-31;510,69
8410,0;Erlöse aus Dienstleistungen;2025-08-31;918,26
8410,0;Erlöse aus Dienstleistungen;2025-08-31;830,85
8400,0;Erlöse aus Verkäufen;2025-08-31;783,57
8410,0;Erlöse aus Dienstleistungen;2025-08-31;226,07
8400,0;Erlöse aus Verkäufen;2025-08-31;147,79
8400,0;Erlöse aus Verkäufen;2025-08-31;951,04
8410,0;Erlöse aus Dienstleistungen;2025-08-31;385,69
8410,0;Erlöse aus Dienstleistungen;2025-08-31;282,87
8400,0;Erlöse aus Verkäufen;2025-08-31;326,9
8410,0;Erlöse aus Dienstleistungen;2025-08-31;645,58
8400,0;Erlöse aus Verkäufen;2025-08-31;757,19
8410,0;Erlöse aus Dienstleistungen;2025-08-31;173,41
8400,0;Erlöse aus Verkäufen;2025-08-31;508,3
8410,0;Erlöse aus Dienstleistungen;2025-08-31;368,21
8410,0;Erlöse aus Dienstleistungen;2025-08-31;819,42
8400,0;Erlöse aus Verkäufen;2025-08-31;687,73
8400,0;Erlöse aus Verkäufen;2025-08-31;198,04
8410,0;Erlöse aus Dienstleistungen;2025-08-31;828,61
8400,0;Erlöse aus Verkäufen;2025-08-31;800,44
8400,0;Erlöse aus Verkäufen;2025-08-31;174,15
8400,0;Erlöse aus Verkäufen;2025-08-31;914,32
8400,0;Erlöse aus Verkäufen;2025-08-31;174,24
8400,0;Erlöse aus Verkäufen;2025-08-31;202,54
8410,0;Erlöse aus Dienstleistungen;2025-08-31;753,75
8410,0;Erlöse aus Dienstleistungen;2025-08-31;733,91
8400,0;Erlöse aus Verkäufen;2025-08-31;876,15
8410,0;Erlöse aus Dienstleistungen;2025-08-31;348,35
8400,0;Erlöse aus Verkäufen;2025-08-31;528,84
8400,0;Erlöse aus Verkäufen;2025-08-31;777,58
8410,0;Erlöse aus Dienstleistungen;2025-08-31;949,68
8400,0;Erlöse aus Verkäufen;2025-08-31;215,7
8410,0;Erlöse aus Dienstleistungen;2025-08-31;628,2
8410,0;Erlöse aus Dienstleistungen;2025-08-31;587,27
8400,0;Erlöse aus Verkäufen;2025-08-31;858,03
8400,0;Erlöse aus Verkäufen;2025-08-31;989,01
8400,0;Erlöse aus Verkäufen;2025-08-31;929,37
8400,0;Erlöse aus Verkäufen;2025-08-31;649,03
8400,0;Erlöse aus Verkäufen;2025-08-31;218,24
8410,0;Erlöse aus Dienstleistungen;2025-08-31;148,55
8410,0;Erlöse aus Dienstleistungen;2025-08-31;712,17
8410,0;Erlöse aus Dienstleistungen;2025-08-31;555,66
8400,0;Erlöse aus Verkäufen;2025-08-31;746,11
8410,0;Erlöse aus Dienstleistungen;2025-08-31;358,88
8410,0;Erlöse aus Dienstleistungen;2025-08-31;374,9
8410,0;Erlöse aus Dienstleistungen;2025-08-31;301,08
8400,0;Erlöse aus Verkäufen;2025-08-31;953,19
8400,0;Erlöse aus Verkäufen;2025-08-31;170,66
8410,0;Erlöse aus Dienstleistungen;2025-08-31;377,87
8410,0;Erlöse aus Dienstleistungen;2025-08-31;753,19
8410,0;Erlöse aus Dienstleistungen;2025-08-31;864,07
8400,0;Erlöse aus Verkäufen;2025-08-31;684,38
8410,0;Erlöse aus Dienstleistungen;2025-08-31;617,21
8410,0;Erlöse aus Dienstleistungen;2025-08-31;528,96
8400,0;Erlöse aus Verkäufen;2025-08-31;632,23
8410,0;Erlöse aus Dienstleistungen;2025-08-31;245,21
8400,0;Erlöse aus Verkäufen;2025-08-31;255,16
8400,0;Erlöse aus Verkäufen;2025-08-31;856,35
8410,0;Erlöse aus Dienstleistungen;2025-08-31;406,0
8400,0;Erlöse aus Verkäufen;2025-08-31;829,47
8410,0;Erlöse aus Dienstleistungen;2025-08-31;781,84
8410,0;Erlöse aus Dienstleistungen;2025-08-31;529,75
8400,0;Erlöse aus Verkäufen;2025-08-31;601,35
8400,0;Erlöse aus Verkäufen;2025-08-31;472,19
8410,0;Erlöse aus Dienstleistungen;2025-08-31;290,1
8400,0;Erlöse aus Verkäufen;2025-08-31;921,01
8400,0;Erlöse aus Verkäufen;2025-08-31;536,43
8410,0;Erlöse aus Dienstleistungen;2025-08-31;242,62
8400,0;Erlöse aus Verkäufen;2025-08-31;784,77
8410,0;Erlöse aus Dienstleistungen;2025-08-31;125,07
8400,0;Erlöse aus Verkäufen;2025-08-31;172,2
8410,0;Erlöse aus Dienstleistungen;2025-08-31;309,9
8410,0;Erlöse aus Dienstleistungen;2025-08-31;758,58
8400,0;Erlöse aus Verkäufen;2025-08-31;476,22
8400,0;Erlöse aus Verkäufen;2025-08-31;724,66
8400,0;Erlöse aus Verkäufen;2025-08-31;748,41
8400,0;Erlöse aus Verkäufen;2025-08-31;565,25
8410,0;Erlöse aus Dienstleistungen;2025-08-31;962,51
8400,0;Erlöse aus Verkäufen;2025-08-31;506,45
8410,0;Erlöse aus Dienstleistungen;2025-08-31;777,88
8400,0;Erlöse aus Verkäufen;2025-08-31;797,73
8410,0;Erlöse aus Dienstleistungen;2025-08-31;346,18
8410,0;Erlöse aus Dienstleistungen;2025-08-31;376,54
8400,0;Erlöse aus Verkäufen;2025-08-31;327,58
8400,0;Erlöse aus Verkäufen;2025-08-31;947,36
8400,0;Erlöse aus Verkäufen;2025-08-31;931,01
8410,0;Erlöse aus Dienstleistungen;2025-08-31;956,8
8410,0;Erlöse aus Dienstleistungen;2025-08-31;857,69
8410,0;Erlöse aus Dienstleistungen;2025-08-31;720,76
8410,0;Erlöse aus Dienstleistungen;2025-08-31;365,69
8400,0;Erlöse aus Verkäufen;2025-08-31;627,18
8410,0;Erlöse aus Dienstleistungen;2025-08-31;830,48
8410,0;Erlöse aus Dienstleistungen;2025-08-31;771,21
8400,0;Erlöse aus Verkäufen;2025-08-31;985,5
8400,0;Erlöse aus Verkäufen;2025-08-31;729,66
8400,0;Erlöse aus Verkäufen;2025-08-31;477,22
8410,0;Erlöse aus Dienstleistungen;2025-08-31;134,09
8410,0;Erlöse aus Dienstleistungen;2025-08-31;625,06
8410,0;Erlöse aus Dienstleistungen;2025-08-31;869,69
8400,0;Erlöse aus Verkäufen;2025-08-31;345,87
8400,0;Erlöse aus Verkäufen;2025-08-31;375,97
8410,0;Erlöse aus Dienstleistungen;2025-08-31;876,56
8410,0;Erlöse aus Dienstleistungen;2025-08-31;268,24
8410,0;Erlöse aus Dienstleistungen;2025-08-31;956,34
8410,0;Erlöse aus Dienstleistungen;2025-08-31;917,84
8410,0;Erlöse aus Dienstleistungen;2025-08-31;191,91
8400,0;Erlöse aus Verkäufen;2025-08-31;345,45
8410,0;Erlöse aus Dienstleistungen;2025-08-31;251,54
8400,0;Erlöse aus Verkäufen;2025-08-31;919,18
8410,0;Erlöse aus Dienstleistungen;2025-08-31;119,38
8400,0;Erlöse aus Verkäufen;2025-08-31;944,59
8410,0;Erlöse aus Dienstleistungen;2025-08-31;574,52
8400,0;Erlöse aus Verkäufen;2025-08-31;126,26
8400,0;Erlöse aus Verkäufen;2025-08-31;546,49
8410,0;Erlöse aus Dienstleistungen;2025-08-31;274,91
8410,0;Erlöse aus Dienstleistungen;2025-08-31;588,17
8410,0;Erlöse aus Dienstleistungen;2025-08-31;552,96
8410,0;Erlöse aus Dienstleistungen;2025-08-31;935,93
8410,0;Erlöse aus Dienstleistungen;2025-08-31;853,51
8410,0;Erlöse aus Dienstleistungen;2025-08-31;991,95
8410,0;Erlöse aus Dienstleistungen;2025-08-31;800,25
8410,0;Erlöse aus Dienstleistungen;2025-08-31;779,54
8410,0;Erlöse aus Dienstleistungen;2025-08-31;254,32
8410,0;Erlöse aus Dienstleistungen;2025-08-31;779,02
8400,0;Erlöse aus Verkäufen;2025-08-31;904,99
8410,0;Erlöse aus Dienstleistungen;2025-08-31;119,96
8410,0;Erlöse aus Dienstleistungen;2025-08-31;501,21
8410,0;Erlöse aus Dienstleistungen;2025-08-31;318,08
8410,0;Erlöse aus Dienstleistungen;2025-08-31;906,23
8410,0;Erlöse aus Dienstleistungen;2025-08-31;142,99
8400,0;Erlöse aus Verkäufen;2025-08-31;704,75
8400,0;Erlöse aus Verkäufen;2025-08-31;264,67
8410,0;Erlöse aus Dienstleistungen;2025-08-31;795,28
8400,0;Erlöse aus Verkäufen;2025-08-31;653,16
8410,0;Erlöse aus Dienstleistungen;2025-08-31;511,35
8400,0;Erlöse aus Verkäufen;2025-08-31;873,51
8400,0;Erlöse aus Verkäufen;2025-08-31;331,17
8410,0;Erlöse aus Dienstleistungen;2025-08-31;170,97
8400,0;Erlöse aus Verkäufen;2025-08-31;901,39
8410,0;Erlöse aus Dienstleistungen;2025-08-31;221,14
8400,0;Erlöse aus Verkäufen;2025-08-31;701,12
8410,0;Erlöse aus Dienstleistungen;2025-08-31;877,77
8400,0;Erlöse aus Verkäufen;2025-08-31;414,31
8410,0;Erlöse aus Dienstleistungen;2025-08-31;171,64
8400,0;Erlöse aus Verkäufen;2025-08-31;143,41
8410,0;Erlöse aus Dienstleistungen;2025-08-31;525,68
8400,0;Erlöse aus Verkäufen;2025-08-31;867,18
8400,0;Erlöse aus Verkäufen;2025-08-31;772,07
8410,0;Erlöse aus Dienstleistungen;2025-08-31;134,01
8400,0;Erlöse aus Verkäufen;2025-08-31;273,45
8400,0;Erlöse aus Verkäufen;2025-08-31;475,93
8400,0;Erlöse aus Verkäufen;2025-08-31;337,89
8400,0;Erlöse aus Verkäufen;2025-08-31;491,48
8400,0;Erlöse aus Verkäufen;2025-08-31;400,36
8400,0;Erlöse aus Verkäufen;2025-08-31;932,98
8400,0;Erlöse aus Verkäufen;2025-08-31;901,7
8400,0;Erlöse aus Verkäufen;2025-08-31;314,05
8400,0;Erlöse aus Verkäufen;2025-08-31;952,0
8400,0;Erlöse aus Verkäufen;2025-08-31;481,86
8410,0;Erlöse aus Dienstleistungen;2025-08-31;598,54
8400,0;Erlöse aus Verkäufen;2025-08-31;242,49
8410,0;Erlöse aus Dienstleistungen;2025-08-31;142,62
8400,0;Erlöse aus Verkäufen;2025-08-31;896,85
8400,0;Erlöse aus Verkäufen;2025-08-31;858,65
8410,0;Erlöse aus Dienstleistungen;2025-08-31;742,27
8410,0;Erlöse aus Dienstleistungen;2025-08-31;682,76
8400,0;Erlöse aus Verkäufen;2025-08-31;165,86
8410,0;Erlöse aus Dienstleistungen;2025-08-31;964,86
8410,0;Erlöse aus Dienstleistungen;2025-08-31;103,39
8410,0;Erlöse aus Dienstleistungen;2025-08-31;347,44
8410,0;Erlöse aus Dienstleistungen;2025-08-31;900,45
8410,0;Erlöse aus Dienstleistungen;2025-08-31;735,86
8400,0;Erlöse aus Verkäufen;2025-08-31;856,56
8400,0;Erlöse aus Verkäufen;2025-08-31;910,68
8410,0;Erlöse aus Dienstleistungen;2025-08-31;681,89
8410,0;Erlöse aus Dienstleistungen;2025-08-31;499,81
8400,0;Erlöse aus Verkäufen;2025-08-31;937,29
8410,0;Erlöse aus Dienstleistungen;2025-08-31;438,27
8400,0;Erlöse aus Verkäufen;2025-08-31;535,62
8400,0;Erlöse aus Verkäufen;2025-08-31;833,2
8410,0;Erlöse aus Dienstleistungen;2025-08-31;376,9
8400,0;Erlöse aus Verkäufen;2025-08-31;283,41
8410,0;Erlöse aus Dienstleistungen;2025-08-31;127,3
8410,0;Erlöse aus Dienstleistungen;2025-08-31;991,0
8410,0;Erlöse aus Dienstleistungen;2025-08-31;445,69
