Buchungsnummer,Reisedatum,Passagier-ID,Abfahrtsbahnhof,Zug-ID,Zugpersonal,Waggontyp,Reiseklasse,Fahrtstrecke_km,Tarif_pro_km,Ticketpreis,Reservierungsgebühr,Gesamtbetrag
TR-002795,2023-07-01,Mieter-U-084-1,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002796,2023-08-01,Mieter-U-084-1,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002797,2023-09-01,Mieter-U-084-1,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002798,2023-10-01,Mieter-U-084-1,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002799,2023-11-01,Mieter-U-084-1,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002800,2023-12-01,Mieter-U-084-1,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002801,2024-01-01,Mieter-U-084-1,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,-3802.92,-2535.28
TR-002802,2024-03-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,3802.92,5070.56
TR-002803,2024-04-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002804,2024-05-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002805,2024-06-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002806,2024-07-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002807,2024-08-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002808,2024-09-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002809,2024-10-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002810,2024-11-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002811,2024-12-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002812,2025-01-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002813,2025-02-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.37,1267.64,0.0,1267.64
TR-002814,2025-03-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.47,1285.2,0.0,1285.2
TR-002815,2025-04-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.47,1285.2,0.0,1285.2
TR-002816,2025-05-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.47,1285.2,0.0,1285.2
TR-002817,2025-06-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.47,1285.2,0.0,1285.2
TR-002818,2025-07-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.47,1285.2,0.0,1285.2
TR-002819,2025-08-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.47,1285.2,0.0,1285.2
TR-002820,2025-09-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.47,1285.2,0.0,1285.2
TR-002821,2025-10-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.47,1285.2,0.0,1285.2
TR-002822,2025-11-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.47,1285.2,0.0,1285.2
TR-002823,2025-12-01,Mieter-U-084-2,Köln,V-03,Sabine Fischer,Service-Abteil,2. Klasse (Sparpreis),172,7.47,1285.2,0.0,1285.2
TR-002824,2023-03-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,1891.25,2521.67
TR-002825,2023-04-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,0.0,630.42
TR-002826,2023-05-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,0.0,630.42
TR-002827,2023-06-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,0.0,630.42
TR-002828,2023-07-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,0.0,630.42
TR-002829,2023-08-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,0.0,630.42
TR-002830,2023-09-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,0.0,630.42
TR-002831,2023-10-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,0.0,630.42
TR-002832,2023-11-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,0.0,630.42
TR-002833,2023-12-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,0.0,630.42
TR-002834,2024-01-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,0.0,630.42
TR-002835,2024-02-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,0.0,630.42
TR-002836,2024-03-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.53,648.6,0.0,648.6
TR-002837,2024-04-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.53,648.6,0.0,648.6
TR-002838,2024-05-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.53,648.6,0.0,648.6
TR-002839,2024-06-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.53,648.6,0.0,648.6
TR-002840,2024-07-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.53,648.6,0.0,648.6
TR-002841,2024-08-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.53,648.6,0.0,648.6
TR-002842,2024-09-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.53,648.6,0.0,648.6
TR-002843,2024-10-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.53,648.6,0.0,648.6
TR-002844,2024-11-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.53,648.6,0.0,648.6
TR-002845,2024-12-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.53,648.6,0.0,648.6
TR-002846,2025-01-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.53,648.6,0.0,648.6
TR-002847,2025-02-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.53,648.6,0.0,648.6
TR-002848,2025-03-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.53,648.6,0.0,648.6
TR-002849,2025-04-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,19.09,668.26,0.0,668.26
TR-002850,2025-05-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,19.09,668.26,0.0,668.26
TR-002851,2025-06-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,19.09,668.26,0.0,668.26
TR-002852,2025-07-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,19.09,668.26,0.0,668.26
TR-002853,2025-08-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,19.09,668.26,0.0,668.26
TR-002854,2025-09-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,19.09,668.26,0.0,668.26
TR-002855,2025-10-01,Mieter-U-085-1,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,19.09,668.26,-1891.25,-1222.99
TR-002856,2025-11-01,Mieter-U-085-2,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,1891.25,2521.67
TR-002857,2025-12-01,Mieter-U-085-2,Berlin,V-02,Petra Schmidt,Panoramawagen,2. Klasse (Flexpreis),35,18.01,630.42,0.0,630.42
TR-002858,2023-04-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.52,537.02,1611.05,2148.07
TR-002859,2023-05-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.52,537.02,0.0,537.02
TR-002860,2023-06-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.52,537.02,0.0,537.02
TR-002861,2023-07-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.52,537.02,0.0,537.02
TR-002862,2023-08-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.52,537.02,0.0,537.02
TR-002863,2023-09-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.52,537.02,0.0,537.02
TR-002864,2023-10-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.52,537.02,0.0,537.02
TR-002865,2023-11-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.52,537.02,0.0,537.02
TR-002866,2023-12-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.52,537.02,0.0,537.02
TR-002867,2024-01-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.52,537.02,0.0,537.02
TR-002868,2024-02-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.52,537.02,0.0,537.02
TR-002869,2024-03-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.52,537.02,0.0,537.02
TR-002870,2024-04-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.52,537.02,0.0,537.02
TR-002871,2024-05-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.63,543.88,0.0,543.88
TR-002872,2024-06-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.63,543.88,0.0,543.88
TR-002873,2024-07-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.63,543.88,0.0,543.88
TR-002874,2024-08-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.63,543.88,0.0,543.88
TR-002875,2024-09-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.63,543.88,0.0,543.88
TR-002876,2024-10-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.63,543.88,0.0,543.88
TR-002877,2024-11-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.63,543.88,0.0,543.88
TR-002878,2024-12-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.63,543.88,0.0,543.88
TR-002879,2025-01-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.63,543.88,0.0,543.88
TR-002880,2025-02-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.63,543.88,0.0,543.88
TR-002881,2025-03-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.63,543.88,0.0,543.88
TR-002882,2025-04-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.63,543.88,0.0,543.88
TR-002883,2025-05-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.8,554.62,0.0,554.62
TR-002884,2025-06-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.8,554.62,0.0,554.62
TR-002885,2025-07-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.8,554.62,0.0,554.62
TR-002886,2025-08-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.8,554.62,0.0,554.62
TR-002887,2025-09-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.8,554.62,0.0,554.62
TR-002888,2025-10-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.8,554.62,0.0,554.62
TR-002889,2025-11-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.8,554.62,0.0,554.62
TR-002890,2025-12-01,Mieter-U-086-1,Hamburg,V-03,Sabine Fischer,Reisezentrum,2. Klasse (Sparpreis),63,8.8,554.62,0.0,554.62
TR-002891,2023-02-01,Mieter-U-087-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,33551.87,44735.83
TR-002892,2023-03-01,Mieter-U-087-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002893,2023-04-01,Mieter-U-087-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002894,2023-05-01,Mieter-U-087-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002895,2023-06-01,Mieter-U-087-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002896,2023-07-01,Mieter-U-087-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002897,2023-08-01,Mieter-U-087-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002898,2023-09-01,Mieter-U-087-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002899,2023-10-01,Mieter-U-087-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002900,2023-11-01,Mieter-U-087-1,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,-33551.87,-22367.91
TR-002901,2024-01-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,33551.87,44735.83
TR-002902,2024-02-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002903,2024-03-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002904,2024-04-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002905,2024-05-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002906,2024-06-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002907,2024-07-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002908,2024-08-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002909,2024-09-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002910,2024-10-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002911,2024-11-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002912,2024-12-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002913,2025-01-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002914,2025-02-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,25.71,11183.96,0.0,11183.96
TR-002915,2025-03-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,26.08,11346.08,0.0,11346.08
TR-002916,2025-04-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,26.08,11346.08,0.0,11346.08
TR-002917,2025-05-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,26.08,11346.08,0.0,11346.08
TR-002918,2025-06-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,26.08,11346.08,0.0,11346.08
TR-002919,2025-07-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,26.08,11346.08,0.0,11346.08
TR-002920,2025-08-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,26.08,11346.08,0.0,11346.08
TR-002921,2025-09-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,26.08,11346.08,0.0,11346.08
TR-002922,2025-10-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,26.08,11346.08,0.0,11346.08
TR-002923,2025-11-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,26.08,11346.08,0.0,11346.08
TR-002924,2025-12-01,Mieter-U-087-2,Berlin,V-02,Petra Schmidt,Business-Abteil,1. Klasse (Business),435,26.08,11346.08,0.0,11346.08
TR-002925,2023-04-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.28,628.97,1886.91,2515.88
TR-002926,2023-05-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.28,628.97,0.0,628.97
TR-002927,2023-06-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.28,628.97,0.0,628.97
TR-002928,2023-07-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.28,628.97,0.0,628.97
TR-002929,2023-08-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.28,628.97,0.0,628.97
TR-002930,2023-09-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.28,628.97,0.0,628.97
TR-002931,2023-10-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.28,628.97,0.0,628.97
TR-002932,2023-11-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.28,628.97,0.0,628.97
TR-002933,2023-12-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.28,628.97,0.0,628.97
TR-002934,2024-01-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.28,628.97,0.0,628.97
TR-002935,2024-02-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.28,628.97,0.0,628.97
TR-002936,2024-03-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.28,628.97,0.0,628.97
TR-002937,2024-04-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.53,648.59,0.0,648.59
TR-002938,2024-05-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.53,648.59,0.0,648.59
TR-002939,2024-06-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.53,648.59,0.0,648.59
TR-002940,2024-07-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.53,648.59,0.0,648.59
TR-002941,2024-08-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.53,648.59,0.0,648.59
TR-002942,2024-09-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.53,648.59,0.0,648.59
TR-002943,2024-10-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.53,648.59,0.0,648.59
TR-002944,2024-11-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.53,648.59,0.0,648.59
TR-002945,2024-12-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.53,648.59,0.0,648.59
TR-002946,2025-01-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.53,648.59,0.0,648.59
TR-002947,2025-02-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.53,648.59,0.0,648.59
TR-002948,2025-03-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.53,648.59,0.0,648.59
TR-002949,2025-04-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.95,680.49,0.0,680.49
TR-002950,2025-05-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.95,680.49,0.0,680.49
TR-002951,2025-06-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.95,680.49,0.0,680.49
TR-002952,2025-07-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.95,680.49,0.0,680.49
TR-002953,2025-08-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.95,680.49,0.0,680.49
TR-002954,2025-09-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.95,680.49,0.0,680.49
TR-002955,2025-10-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.95,680.49,0.0,680.49
TR-002956,2025-11-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.95,680.49,0.0,680.49
TR-002957,2025-12-01,Mieter-U-088-1,Frankfurt,V-03,Sabine Fischer,Gepäckwagen,1. Klasse (Business),76,8.95,680.49,0.0,680.49
TR-002958,2023-03-01,Mieter-U-089-1,Köln,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),47,11.12,522.5,1567.51,2090.01
TR-002959,2023-04-01,Mieter-U-089-1,Köln,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),47,11.12,522.5,0.0,522.5
TR-002960,2023-05-01,Mieter-U-089-1,Köln,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),47,11.12,522.5,0.0,522.5
TR-002961,2023-06-01,Mieter-U-089-1,Köln,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),47,11.12,522.5,0.0,522.5
TR-002962,2023-07-01,Mieter-U-089-1,Köln,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),47,11.12,522.5,0.0,522.5
TR-002963,2023-08-01,Mieter-U-089-1,Köln,V-03,Sabine Fischer,Liegewagen,2. Klasse (Flexpreis),47,11.12,522.5,0.0,522.5
