Transaktions-ID,Datum,Kunden-ID,Kundenstandort,Produkt-ID,Produktname,Produktkategorie,Menge,Preis pro Einheit,Gesamtbetrag
T066175,2024-07-24,Customer-246,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,3,150000,450000
T066176,2024-07-24,Customer-224,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,2,70000,140000
T066177,2024-07-24,Customer-147,München,PROD-007,USB-C Dockingstation,Elektronik,5,220000,1100000
T066178,2024-07-25,Customer-047,Berlin,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,4,750000,3000000
T066179,2024-07-25,Customer-215,München,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,7,250000,1750000
T066180,2024-07-25,Customer-249,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,2,150000,300000
T066181,2024-07-25,Customer-064,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,2,25500,51000
T066182,2024-07-25,Customer-220,Berlin,PROD-005,Verstellbarer Monitorarm,Möbel,8,150000,1200000
T066183,2024-07-25,Customer-060,München,PROD-010,Webcam 1080p HD,Elektronik,1,85000,85000
T066184,2024-07-25,Customer-086,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,4,25500,102000
T066185,2024-07-25,Customer-224,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,7,1200000,8400000
T066186,2024-07-25,Customer-216,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,2,250000,500000
T066187,2024-07-25,Customer-243,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,5,380000,1900000
T066188,2024-07-25,Customer-198,Berlin,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,7,25500,178500
T066189,2024-07-25,Customer-047,Berlin,PROD-007,USB-C Dockingstation,Elektronik,10,220000,2200000
T066190,2024-07-25,Customer-074,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,9,1200000,10800000
T066191,2024-07-25,Customer-133,Köln,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T066192,2024-07-25,Customer-203,München,PROD-007,USB-C Dockingstation,Elektronik,1,220000,220000
T066193,2024-07-25,Customer-118,Berlin,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,9,750000,6750000
T066194,2024-07-25,Customer-053,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,2,85000,170000
T066195,2024-07-25,Customer-028,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,9,1200000,10800000
T066196,2024-07-25,Customer-115,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,6,25500,153000
T066197,2024-07-25,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,2,250000,500000
T066198,2024-07-25,Customer-059,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,1,250000,250000
T066199,2024-07-25,Customer-068,Berlin,PROD-005,Verstellbarer Monitorarm,Möbel,9,150000,1350000
T066200,2024-07-25,Customer-081,Köln,PROD-010,Webcam 1080p HD,Elektronik,6,85000,510000
T066201,2024-07-25,Customer-081,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,7,250000,1750000
T066202,2024-07-25,Customer-155,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,10,70000,700000
T066203,2024-07-25,Customer-195,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,5,70000,350000
T066204,2024-07-25,Customer-155,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,8,1200000,9600000
T066205,2024-07-25,Customer-073,München,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,3,70000,210000
T066206,2024-07-25,Customer-088,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,4,70000,280000
T066207,2024-07-25,Customer-007,München,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T066208,2024-07-25,Customer-213,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,8,750000,6000000
T066209,2024-07-25,Customer-223,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,8,380000,3040000
T066210,2024-07-25,Customer-057,Berlin,PROD-007,USB-C Dockingstation,Elektronik,3,220000,660000
T066211,2024-07-25,Customer-036,Berlin,PROD-003,27-Zoll 4K Monitor,Elektronik,7,1200000,8400000
T066212,2024-07-25,Customer-146,München,PROD-004,Stehpult-Konverter,Möbel,6,500000,3000000
T066213,2024-07-25,Customer-202,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,2,380000,760000
T066214,2024-07-25,Customer-203,München,PROD-007,USB-C Dockingstation,Elektronik,4,220000,880000
T066215,2024-07-25,Customer-213,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,9,380000,3420000
T066216,2024-07-25,Customer-130,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,3,70000,210000
T066217,2024-07-25,Customer-234,München,PROD-007,USB-C Dockingstation,Elektronik,10,220000,2200000
T066218,2024-07-25,Customer-165,Berlin,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T066219,2024-07-25,Customer-147,München,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,4,25500,102000
T066220,2024-07-25,Customer-068,Berlin,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,10,25500,255000
T066221,2024-07-25,Customer-213,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,3,85000,255000
T066222,2024-07-25,Customer-134,Köln,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,10,70000,700000
T066223,2024-07-25,Customer-112,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,10,750000,7500000
T066224,2024-07-25,Customer-224,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,3,220000,660000
T066225,2024-07-25,Customer-075,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,8,25500,204000
T066226,2024-07-25,Customer-044,Köln,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T066227,2024-07-25,Customer-065,Berlin,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,6,250000,1500000
T066228,2024-07-25,Customer-059,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,4,150000,600000
T066229,2024-07-25,Customer-182,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,6,70000,420000
T066230,2024-07-25,Customer-147,München,PROD-002,Kabellose mechanische Tastatur,Elektronik,1,380000,380000
T066231,2024-07-25,Customer-248,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,10,70000,700000
T066232,2024-07-25,Customer-022,Köln,PROD-003,27-Zoll 4K Monitor,Elektronik,3,1200000,3600000
T066233,2024-07-25,Customer-157,Hamburg,PROD-004,Stehpult-Konverter,Möbel,6,500000,3000000
T066234,2024-07-25,Customer-003,München,PROD-005,Verstellbarer Monitorarm,Möbel,1,150000,150000
T066235,2024-07-25,Customer-112,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,2,85000,170000
T066236,2024-07-25,Customer-012,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,4,150000,600000
T066237,2024-07-25,Customer-044,Köln,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,9,25500,229500
T066238,2024-07-25,Customer-165,Berlin,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T066239,2024-07-25,Customer-184,Berlin,PROD-002,Kabellose mechanische Tastatur,Elektronik,6,380000,2280000
T066240,2024-07-25,Customer-037,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,4,250000,1000000
T066241,2024-07-25,Customer-226,Berlin,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,7,25500,178500
T066242,2024-07-25,Customer-222,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,2,250000,500000
T066243,2024-07-25,Customer-198,Berlin,PROD-007,USB-C Dockingstation,Elektronik,6,220000,1320000
T066244,2024-07-25,Customer-118,Berlin,PROD-007,USB-C Dockingstation,Elektronik,6,220000,1320000
T066245,2024-07-25,Customer-147,München,PROD-003,27-Zoll 4K Monitor,Elektronik,3,1200000,3600000
T066246,2024-07-25,Customer-074,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,1,70000,70000
T066247,2024-07-25,Customer-044,Köln,PROD-010,Webcam 1080p HD,Elektronik,7,85000,595000
T066248,2024-07-25,Customer-146,München,PROD-002,Kabellose mechanische Tastatur,Elektronik,6,380000,2280000
T066249,2024-07-25,Customer-106,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,1,1200000,1200000
T066250,2024-07-25,Customer-193,München,PROD-004,Stehpult-Konverter,Möbel,10,500000,5000000
T066251,2024-07-25,Customer-193,München,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,3,750000,2250000
T066252,2024-07-25,Customer-127,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,3,250000,750000
T066253,2024-07-25,Customer-067,München,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,10,750000,7500000
T066254,2024-07-25,Customer-056,Berlin,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,2,750000,1500000
T066255,2024-07-25,Customer-111,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,4,250000,1000000
T066256,2024-07-25,Customer-186,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,7,25500,178500
T066257,2024-07-25,Customer-127,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,5,150000,750000
T066258,2024-07-25,Customer-109,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,6,70000,420000
T066259,2024-07-25,Customer-098,Köln,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,4,70000,280000
T066260,2024-07-25,Customer-174,München,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,1,25500,25500
T066261,2024-07-25,Customer-213,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T066262,2024-07-25,Customer-046,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,7,500000,3500000
T066263,2024-07-25,Customer-065,Berlin,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,10,250000,2500000
T066264,2024-07-25,Customer-002,Köln,PROD-010,Webcam 1080p HD,Elektronik,8,85000,680000
T066265,2024-07-25,Customer-048,Berlin,PROD-005,Verstellbarer Monitorarm,Möbel,2,150000,300000
T066266,2024-07-25,Customer-146,München,PROD-002,Kabellose mechanische Tastatur,Elektronik,6,380000,2280000
T066267,2024-07-25,Customer-057,Berlin,PROD-003,27-Zoll 4K Monitor,Elektronik,1,1200000,1200000
T066268,2024-07-25,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T066269,2024-07-25,Customer-086,Hamburg,PROD-004,Stehpult-Konverter,Möbel,3,500000,1500000
T066270,2024-07-25,Customer-104,Berlin,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,1,250000,250000
T066271,2024-07-25,Customer-036,Berlin,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,4,250000,1000000
T066272,2024-07-25,Customer-243,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,8,1200000,9600000
T066273,2024-07-25,Customer-246,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,4,25500,102000
T066274,2024-07-25,Customer-100,Berlin,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,2,750000,1500000
T066275,2024-07-25,Customer-092,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,1,85000,85000
T066276,2024-07-25,Customer-164,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,3,70000,210000
T066277,2024-07-25,Customer-111,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,9,70000,630000
T066278,2024-07-25,Customer-241,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,9,380000,3420000
T066279,2024-07-25,Customer-130,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,6,750000,4500000
T066280,2024-07-25,Customer-036,Berlin,PROD-005,Verstellbarer Monitorarm,Möbel,10,150000,1500000
T066281,2024-07-25,Customer-096,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,6,150000,900000
T066282,2024-07-25,Customer-174,München,PROD-004,Stehpult-Konverter,Möbel,1,500000,500000
T066283,2024-07-25,Customer-067,München,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,10,250000,2500000
T066284,2024-07-25,Customer-069,Berlin,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T066285,2024-07-25,Customer-163,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,7,70000,490000
T066286,2024-07-25,Customer-107,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,1,150000,150000
T066287,2024-07-25,Customer-088,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,1,250000,250000
T066288,2024-07-25,Customer-185,Köln,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,2,70000,140000
T066289,2024-07-25,Customer-127,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,6,85000,510000
T066290,2024-07-25,Customer-009,München,PROD-004,Stehpult-Konverter,Möbel,6,500000,3000000
T066291,2024-07-25,Customer-194,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,1,25500,25500
T066292,2024-07-25,Customer-019,München,PROD-002,Kabellose mechanische Tastatur,Elektronik,6,380000,2280000
T066293,2024-07-26,Customer-128,Köln,PROD-007,USB-C Dockingstation,Elektronik,5,220000,1100000
T066294,2024-07-26,Customer-060,München,PROD-004,Stehpult-Konverter,Möbel,7,500000,3500000
T066295,2024-07-26,Customer-182,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,1,85000,85000
T066296,2024-07-26,Customer-195,Frankfurt,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,9,25500,229500
T066297,2024-07-26,Customer-169,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,3,85000,255000
T066298,2024-07-26,Customer-241,Frankfurt,PROD-005,Verstellbarer Monitorarm,Möbel,3,150000,450000
T066299,2024-07-26,Customer-083,München,PROD-010,Webcam 1080p HD,Elektronik,5,85000,425000
T066300,2024-07-26,Customer-141,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,9,250000,2250000
T066301,2024-07-26,Customer-193,München,PROD-010,Webcam 1080p HD,Elektronik,1,85000,85000
T066302,2024-07-26,Customer-234,München,PROD-003,27-Zoll 4K Monitor,Elektronik,8,1200000,9600000
T066303,2024-07-26,Customer-146,München,PROD-005,Verstellbarer Monitorarm,Möbel,6,150000,900000
T066304,2024-07-26,Customer-031,München,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,7,750000,5250000
T066305,2024-07-26,Customer-241,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,4,85000,340000
T066306,2024-07-26,Customer-024,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,9,150000,1350000
T066307,2024-07-26,Customer-059,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,5,500000,2500000
T066308,2024-07-26,Customer-246,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,4,150000,600000
T066309,2024-07-26,Customer-082,München,PROD-003,27-Zoll 4K Monitor,Elektronik,6,1200000,7200000
T066310,2024-07-26,Customer-112,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,1,85000,85000
T066311,2024-07-26,Customer-024,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,7,70000,490000
T066312,2024-07-26,Customer-112,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,3,70000,210000
T066313,2024-07-26,Customer-077,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,5,70000,350000
T066314,2024-07-26,Customer-037,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,4,150000,600000
T066315,2024-07-26,Customer-147,München,PROD-007,USB-C Dockingstation,Elektronik,9,220000,1980000
T066316,2024-07-26,Customer-063,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,8,250000,2000000
T066317,2024-07-26,Customer-234,München,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,8,750000,6000000
T066318,2024-07-26,Customer-161,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,7,380000,2660000
T066319,2024-07-26,Customer-020,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,10,250000,2500000
T066320,2024-07-26,Customer-128,Köln,PROD-004,Stehpult-Konverter,Möbel,7,500000,3500000
T066321,2024-07-26,Customer-098,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,4,250000,1000000
T066322,2024-07-26,Customer-249,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,9,750000,6750000
T066323,2024-07-26,Customer-107,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,2,750000,1500000
T066324,2024-07-26,Customer-104,Berlin,PROD-004,Stehpult-Konverter,Möbel,6,500000,3000000
T066325,2024-07-26,Customer-222,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,4,220000,880000
T066326,2024-07-26,Customer-128,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,3,750000,2250000
T066327,2024-07-26,Customer-125,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,8,380000,3040000
T066328,2024-07-26,Customer-118,Berlin,PROD-005,Verstellbarer Monitorarm,Möbel,6,150000,900000
T066329,2024-07-26,Customer-109,Berlin,PROD-004,Stehpult-Konverter,Möbel,1,500000,500000
T066330,2024-07-26,Customer-020,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,8,750000,6000000
T066331,2024-07-26,Customer-128,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,4,250000,1000000
T066332,2024-07-26,Customer-037,Hamburg,PROD-010,Webcam 1080p HD,Elektronik,3,85000,255000
T066333,2024-07-26,Customer-057,Berlin,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,5,250000,1250000
T066334,2024-07-26,Customer-078,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,2,380000,760000
T066335,2024-07-26,Customer-031,München,PROD-007,USB-C Dockingstation,Elektronik,10,220000,2200000
T066336,2024-07-26,Customer-139,München,PROD-003,27-Zoll 4K Monitor,Elektronik,4,1200000,4800000
T066337,2024-07-26,Customer-203,München,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T066338,2024-07-26,Customer-068,Berlin,PROD-002,Kabellose mechanische Tastatur,Elektronik,1,380000,380000
T066339,2024-07-26,Customer-146,München,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T066340,2024-07-26,Customer-082,München,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,3,25500,76500
T066341,2024-07-26,Customer-146,München,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,10,25500,255000
T066342,2024-07-26,Customer-074,Frankfurt,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,5,250000,1250000
T066343,2024-07-26,Customer-174,München,PROD-007,USB-C Dockingstation,Elektronik,6,220000,1320000
T066344,2024-07-26,Customer-012,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,9,750000,6750000
T066345,2024-07-26,Customer-074,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T066346,2024-07-26,Customer-249,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,1,70000,70000
T066347,2024-07-26,Customer-202,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,5,85000,425000
T066348,2024-07-26,Customer-216,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,10,750000,7500000
T066349,2024-07-26,Customer-245,Köln,PROD-003,27-Zoll 4K Monitor,Elektronik,3,1200000,3600000
T066350,2024-07-26,Customer-044,Köln,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,1,25500,25500
T066351,2024-07-26,Customer-125,Hamburg,PROD-007,USB-C Dockingstation,Elektronik,3,220000,660000
T066352,2024-07-26,Customer-022,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,3,750000,2250000
T066353,2024-07-26,Customer-169,Hamburg,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,7,70000,490000
T066354,2024-07-26,Customer-024,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,8,1200000,9600000
T066355,2024-07-26,Customer-134,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,2,750000,1500000
T066356,2024-07-26,Customer-092,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,8,1200000,9600000
T066357,2024-07-26,Customer-162,Berlin,PROD-005,Verstellbarer Monitorarm,Möbel,6,150000,900000
T066358,2024-07-26,Customer-109,Berlin,PROD-007,USB-C Dockingstation,Elektronik,6,220000,1320000
T066359,2024-07-26,Customer-096,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,5,750000,3750000
T066360,2024-07-26,Customer-012,Hamburg,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,8,750000,6000000
T066361,2024-07-26,Customer-044,Köln,PROD-002,Kabellose mechanische Tastatur,Elektronik,3,380000,1140000
T066362,2024-07-26,Customer-246,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,7,150000,1050000
T066363,2024-07-26,Customer-002,Köln,PROD-005,Verstellbarer Monitorarm,Möbel,5,150000,750000
T066364,2024-07-26,Customer-023,Hamburg,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,8,250000,2000000
T066365,2024-07-26,Customer-187,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,9,380000,3420000
T066366,2024-07-26,Customer-053,Frankfurt,PROD-010,Webcam 1080p HD,Elektronik,8,85000,680000
T066367,2024-07-26,Customer-098,Köln,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,3,750000,2250000
T066368,2024-07-26,Customer-067,München,PROD-004,Stehpult-Konverter,Möbel,4,500000,2000000
T066369,2024-07-26,Customer-245,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,5,250000,1250000
T066370,2024-07-26,Customer-221,Köln,PROD-004,Stehpult-Konverter,Möbel,7,500000,3500000
T066371,2024-07-26,Customer-077,Berlin,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,3,25500,76500
T066372,2024-07-26,Customer-203,München,PROD-007,USB-C Dockingstation,Elektronik,5,220000,1100000
T066373,2024-07-26,Customer-246,Hamburg,PROD-003,27-Zoll 4K Monitor,Elektronik,3,1200000,3600000
T066374,2024-07-26,Customer-208,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,6,500000,3000000
T066375,2024-07-26,Customer-202,Frankfurt,PROD-003,27-Zoll 4K Monitor,Elektronik,8,1200000,9600000
T066376,2024-07-26,Customer-249,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,6,25500,153000
T066377,2024-07-26,Customer-024,Hamburg,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,3,25500,76500
T066378,2024-07-26,Customer-193,München,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,4,70000,280000
T066379,2024-07-26,Customer-033,Köln,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,1,25500,25500
T066380,2024-07-26,Customer-220,Berlin,PROD-004,Stehpult-Konverter,Möbel,3,500000,1500000
T066381,2024-07-26,Customer-022,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,5,250000,1250000
T066382,2024-07-26,Customer-226,Berlin,PROD-007,USB-C Dockingstation,Elektronik,8,220000,1760000
T066383,2024-07-26,Customer-065,Berlin,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,10,70000,700000
T066384,2024-07-26,Customer-156,Köln,PROD-010,Webcam 1080p HD,Elektronik,9,85000,765000
T066385,2024-07-26,Customer-037,Hamburg,PROD-004,Stehpult-Konverter,Möbel,9,500000,4500000
T066386,2024-07-26,Customer-127,Frankfurt,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,6,750000,4500000
T066387,2024-07-26,Customer-218,Köln,PROD-006,A4 Druckerpapier (500 Blatt),Bürobedarf,2,25500,51000
T066388,2024-07-26,Customer-169,Hamburg,PROD-002,Kabellose mechanische Tastatur,Elektronik,1,380000,380000
T066389,2024-07-26,Customer-057,Berlin,PROD-005,Verstellbarer Monitorarm,Möbel,3,150000,450000
T066390,2024-07-26,Customer-223,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,5,380000,1900000
T066391,2024-07-26,Customer-035,München,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,1,70000,70000
T066392,2024-07-26,Customer-150,Berlin,PROD-003,27-Zoll 4K Monitor,Elektronik,1,1200000,1200000
T066393,2024-07-26,Customer-027,Berlin,PROD-007,USB-C Dockingstation,Elektronik,4,220000,880000
T066394,2024-07-26,Customer-243,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,9,70000,630000
T066395,2024-07-26,Customer-081,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,2,250000,500000
T066396,2024-07-26,Customer-202,Frankfurt,PROD-002,Kabellose mechanische Tastatur,Elektronik,5,380000,1900000
T066397,2024-07-26,Customer-009,München,PROD-005,Verstellbarer Monitorarm,Möbel,4,150000,600000
T066398,2024-07-26,Customer-068,Berlin,PROD-003,27-Zoll 4K Monitor,Elektronik,5,1200000,6000000
T066399,2024-07-26,Customer-229,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,7,250000,1750000
T066400,2024-07-26,Customer-190,Frankfurt,PROD-004,Stehpult-Konverter,Möbel,9,500000,4500000
T066401,2024-07-26,Customer-048,Berlin,PROD-003,27-Zoll 4K Monitor,Elektronik,2,1200000,2400000
T066402,2024-07-26,Customer-069,Berlin,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T066403,2024-07-26,Customer-081,Köln,PROD-007,USB-C Dockingstation,Elektronik,9,220000,1980000
T066404,2024-07-26,Customer-067,München,PROD-002,Kabellose mechanische Tastatur,Elektronik,10,380000,3800000
T066405,2024-07-26,Customer-185,Köln,PROD-003,27-Zoll 4K Monitor,Elektronik,6,1200000,7200000
T066406,2024-07-26,Customer-067,München,PROD-007,USB-C Dockingstation,Elektronik,7,220000,1540000
T066407,2024-07-26,Customer-031,München,PROD-010,Webcam 1080p HD,Elektronik,5,85000,425000
T066408,2024-07-27,Customer-093,Berlin,PROD-002,Kabellose mechanische Tastatur,Elektronik,2,380000,760000
T066409,2024-07-27,Customer-020,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,2,70000,140000
T066410,2024-07-27,Customer-163,Berlin,PROD-004,Stehpult-Konverter,Möbel,10,500000,5000000
T066411,2024-07-27,Customer-139,München,PROD-005,Verstellbarer Monitorarm,Möbel,2,150000,300000
T066412,2024-07-27,Customer-063,Frankfurt,PROD-008,Exklusive Kugelschreiber-Box,Bürobedarf,5,70000,350000
T066413,2024-07-27,Customer-249,Hamburg,PROD-005,Verstellbarer Monitorarm,Möbel,1,150000,150000
T066414,2024-07-27,Customer-098,Köln,PROD-009,Noise-Cancelling Kopfhörer,Elektronik,6,250000,1500000
T066415,2024-07-27,Customer-093,Berlin,PROD-001,Ergonomischer Netz-Bürostuhl,Möbel,1,750000,750000
